Entry_ID|Name|Type|Solvent|pH
bmse000232|(2R,3R,4S,5R,6R)-2-[(2R,3R,4S,5R,6R)-4,5-dihydroxy-6-[(2R,3R,4S,5R,6S)-4,5,6-trihydroxy-2-(hydroxymethyl)tetrahydropyran-3-yl]oxy-2-[[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxymethyl]tetrahydropyran-3-yl]oxy-6-(hydroxymethyl)tetrahydropyran-3,4,5-triol|IUPAC_CAS|D2O|7.4
bmse000232|(2R,3R,4S,5R,6R)-2-[(2R,3R,4S,5R,6R)-4,5-dihydroxy-6-[(2R,3R,4S,5R,6S)-4,5,6-trihydroxy-2-(hydroxymethyl)tetrahydropyran-3-yl]oxy-2-[[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxymethyl]tetrahydropyran-3-yl]oxy-6-(hydroxymethyl)tetrahydropyran-3,4,5-triol|IUPAC_OPENEYE|D2O|7.4
bmse000232|(2R,3R,4S,5R,6R)-2-[(2R,3R,4S,5R,6R)-4,5-dihydroxy-6-[(2R,3R,4S,5R,6S)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-2-[[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol|IUPAC_SYSTEMATIC|D2O|7.4
bmse000233|Melibiose, pure|synonym|D2O|7.4
bmse000233|Melibiose|synonym|D2O|7.4
bmse000233|D-Melibiose|synonym|D2O|7.4
bmse000233|MELIBIOSE|synonym|D2O|7.4
bmse000233|D-Gal-alpha1->6D-Glucose|synonym|D2O|7.4
bmse000233|D-Glucose, 6-O-alpha-D-galactopyranosyl-|synonym|D2O|7.4
bmse000233|6-O-(alpha-D-Galactopyranosyl)-D-glucopyranose|synonym|D2O|7.4
bmse000233|(2R,3R,4S,5R,6R)-6-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxane-2,3,4,5-tetrol|IUPAC|D2O|7.4
bmse000233|(2R,3R,4S,5R,6R)-6-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-methylol-tetrahydropyran-2-yl]oxymethyl]tetrahydropyran-2,3,4,5-tetrol|IUPAC_TRADITIONAL|D2O|7.4
bmse000233|(2R,3R,4S,5R,6R)-6-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxymethyl]tetrahydropyran-2,3,4,5-tetrol|IUPAC_CAS|D2O|7.4
bmse000233|(2R,3R,4S,5R,6R)-6-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxymethyl]tetrahydropyran-2,3,4,5-tetrol|IUPAC_OPENEYE|D2O|7.4
bmse000233|(2R,3R,4S,5R,6R)-6-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxane-2,3,4,5-tetrol|IUPAC_SYSTEMATIC|D2O|7.4
bmse000235|L-Gulono-gamma-lactone|synonym|D2O|7.4
bmse000235|L-Gulonic acid gamma-lactone|synonym|D2O|7.4
bmse000235|L-Gulono-1,4-lactone|synonym|D2O|7.4
bmse000235|L-Gulonolactone|synonym|D2O|7.4
bmse000235|gamma-Gulonolactone|synonym|D2O|7.4
bmse000235|(3S,4S,5R)-5-[(1S)-1,2-dihydroxyethyl]-3,4-dihydroxy-oxolan-2-one|IUPAC|D2O|7.4
bmse000235|(3S,4S,5R)-5-[(1S)-1,2-dihydroxyethyl]-3,4-dihydroxy-tetrahydrofuran-2-one|IUPAC_TRADITIONAL|D2O|7.4
bmse000235|(3S,4S,5R)-5-[(1S)-1,2-dihydroxyethyl]-3,4-dihydroxy-tetrahydrofuran-2-one|IUPAC_CAS|D2O|7.4
bmse000235|(3S,4S,5R)-5-[(1S)-1,2-dihydroxyethyl]-3,4-dihydroxy-tetrahydrofuran-2-one|IUPAC_OPENEYE|D2O|7.4
bmse000235|(3S,4S,5R)-5-[(1S)-1,2-dihydroxyethyl]-3,4-dihydroxy-oxolan-2-one|IUPAC_SYSTEMATIC|D2O|7.4
bmse000236|Alanine D-form|synonym|D2O|7.4
bmse000236|(R)-2-Aminopropionsaeure|synonym|D2O|7.4
bmse000236|D-2-Aminopropionic acid|synonym|D2O|7.4
bmse000236|(R)-Alanine|synonym|D2O|7.4
bmse000236|Alanine, D-|synonym|D2O|7.4
bmse000236|D-alpha-Aminopropionsaeure|synonym|D2O|7.4
bmse000236|D-Alanine|synonym|D2O|7.4
bmse000236|(2R)-2-aminopropanoic acid|IUPAC|D2O|7.4
bmse000237|Pipecolinic acid|synonym|D2O|7.4
bmse000237|Pipecolic acid|synonym|D2O|7.4
bmse000237|2-Piperidinecarboxylic acid|synonym|D2O|7.4
bmse000237|L-Pipecolate|synonym|D2O|7.4
bmse000237|(2S)-piperidine-2-carboxylic acid|IUPAC|D2O|7.4
bmse000237|(2S)-piperidine-2-carboxylic acid|IUPAC_TRADITIONAL|D2O|7.4
bmse000237|(2S)-piperidine-2-carboxylic acid|IUPAC_CAS|D2O|7.4
bmse000237|(2S)-piperidine-2-carboxylic acid|IUPAC_OPENEYE|D2O|7.4
bmse000237|(2S)-piperidine-2-carboxylic acid|IUPAC_SYSTEMATIC|D2O|7.4
bmse000238|L-Malate|synonym|D2O|7.4
bmse000238|L-Apple acid|synonym|D2O|7.4
bmse000238|L-Malic acid|synonym|D2O|7.4
bmse000238|(S)-Malate|synonym|D2O|7.4
bmse000238|L-2-Hydroxybutanedioic acid|synonym|D2O|7.4
bmse000238|(2S)-2-hydroxybutanedioic acid|IUPAC|D2O|7.4
bmse000238|(2S)-2-hydroxysuccinic acid|IUPAC_TRADITIONAL|D2O|7.4
bmse000239|D-Glucosaccharic acid|synonym|D2O|7.4
bmse000239|Saccharic acid|synonym|D2O|7.4
bmse000239|L-Gularic acid|synonym|D2O|7.4
bmse000239|D-Glucaric acid|synonym|D2O|7.4
bmse000239|d-Saccharic acid|synonym|D2O|7.4
bmse000239|D-Glucarate|synonym|D2O|7.4
bmse000239|(2R,3S,4S,5S)-2,3,4,5-tetrahydroxyhexanedioic acid|IUPAC|D2O|7.4
bmse000239|(2R,3S,4S,5S)-2,3,4,5-tetrahydroxyadipic acid|IUPAC_TRADITIONAL|D2O|7.4
bmse000239|2,3,4,5-tetrahydroxyhexanedioic acid|IUPAC_CAS|D2O|7.4
bmse000239|2,3,4,5-tetrahydroxyhexanedioic acid|IUPAC_OPENEYE|D2O|7.4
bmse000239|2,3,4,5-tetrahydroxyhexanedioic acid|IUPAC_SYSTEMATIC|D2O|7.4
bmse000240|Stachyose|synonym|D2O|7.4
bmse000240|(2R,3R,4S,5R,6R)-2-[(2S,3S,4R,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxymethyl]oxane-3,4,5-triol|IUPAC|D2O|7.4
bmse000240|(2R,3R,4S,5R,6R)-2-[(2S,3S,4R,5R)-3,4-dihydroxy-2,5-dimethylol-tetrahydrofuran-2-yl]oxy-6-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-methylol-tetrahydropyran-2-yl]oxymethyl]tetrahydropyran-2-yl]oxymethyl]tetrahydropyran-3,4,5-triol|IUPAC_TRADITIONAL|D2O|7.4
bmse000240|(2R,3R,4S,5R,6R)-2-[(2S,3S,4R,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)tetrahydrofuran-2-yl]oxy-6-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxymethyl]tetrahydropyran-2-yl]oxymethyl]tetrahydropyran-3,4,5-triol|IUPAC_CAS|D2O|7.4
bmse000240|(2R,3R,4S,5R,6R)-2-[(2S,3S,4R,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)tetrahydrofuran-2-yl]oxy-6-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxymethyl]tetrahydropyran-2-yl]oxymethyl]tetrahydropyran-3,4,5-triol|IUPAC_OPENEYE|D2O|7.4
bmse000240|(2R,3R,4S,5R,6R)-2-[(2S,3S,4R,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxymethyl]oxane-3,4,5-triol|IUPAC_SYSTEMATIC|D2O|7.4
bmse000241|N,N-Dimethylaminoacetic acid|synonym|D2O|7.4
bmse000241|N-Methylsarcosine|synonym|D2O|7.4
bmse000241|Glycine, N,N-dimethyl-|synonym|D2O|7.4
bmse000241|N,N-Dimethylglycine|synonym|D2O|7.4
bmse000241|(Dimethylamino)acetic acid|synonym|D2O|7.4
bmse000241|Dimethylglycine|synonym|D2O|7.4
bmse000241|2-dimethylaminoacetic acid|IUPAC|D2O|7.4
bmse000241|2-dimethylaminoacetic acid|IUPAC_TRADITIONAL|D2O|7.4
bmse000241|2-dimethylaminoacetic acid|IUPAC_CAS|D2O|7.4
bmse000241|2-dimethylaminoacetic acid|IUPAC_OPENEYE|D2O|7.4
bmse000241|2-dimethylaminoethanoic acid|IUPAC_SYSTEMATIC|D2O|7.4
bmse000242|Kyselina 2-hydroxyethansulfonova [Czech]|synonym|D2O|7.4
bmse000242|Kyselina isethionova [Czech]|synonym|D2O|7.4
bmse000242|2-Hydroxyethanesulphonic acid|synonym|D2O|7.4
bmse000242|Isethionic acid|synonym|D2O|7.4
bmse000242|Ethanolsulfonic acid|synonym|D2O|7.4
bmse000242|2-Hydroxyethanesulfonate|synonym|D2O|7.4
bmse000242|2-Hydroxyethane-1-sulfonic acid|synonym|D2O|7.4
bmse000242|(2-Hydroxyethyl)sulfonic acid|synonym|D2O|7.4
bmse000242|2-Hydroxyethanesulfonic acid|synonym|D2O|7.4
bmse000242|ISETHIONIC ACID|synonym|D2O|7.4
bmse000242|Isethionate|synonym|D2O|7.4
bmse000242|Ethanesulfonic acid, 2-hydroxy-|synonym|D2O|7.4
bmse000242|Hydroxyethylsulfonic acid|synonym|D2O|7.4
bmse000242|2-hydroxyethanesulfonic acid|IUPAC|D2O|7.4
bmse000242|2-hydroxyethanesulfonic acid|IUPAC_TRADITIONAL|D2O|7.4
bmse000242|2-hydroxyethanesulfonic acid|IUPAC_CAS|D2O|7.4
bmse000242|2-hydroxyethanesulfonic acid|IUPAC_OPENEYE|D2O|7.4
bmse000242|2-hydroxyethanesulfonic acid|IUPAC_SYSTEMATIC|D2O|7.4
bmse000243|4-Hydroxyphenylethylamine|synonym|D2O|7.4
bmse000243|4-Hydroxyphenethylamine|synonym|D2O|7.4
bmse000243|Tyramin|synonym|D2O|7.4
bmse000243|2-(4-Hydroxyphenyl)ethylamine|synonym|D2O|7.4
bmse000243|Tyrosamine|synonym|D2O|7.4
bmse000243|4-(2-Aminoethyl)phenol|synonym|D2O|7.4
bmse000243|Tyramine|synonym|D2O|7.4
bmse000243|Phenethylamine, p-hydroxy-|synonym|D2O|7.4
bmse000243|beta-Hydroxyphenylethylamine|synonym|D2O|7.4
bmse000243|Tocosine|synonym|D2O|7.4
bmse000243|Phenol, p-(2-aminoethyl)-|synonym|D2O|7.4
bmse000243|2-(p-Hydroxyphenyl)ethylamine|synonym|D2O|7.4
bmse000243|Phenol, 4-(2-aminoethyl)-|synonym|D2O|7.4
bmse000243|Uteramine|synonym|D2O|7.4
bmse000243|Tenosin-wirkstoff|synonym|D2O|7.4
bmse000243|TYRAMINE|synonym|D2O|7.4
bmse000243|p-Tyramine|synonym|D2O|7.4
bmse000243|p-(2-Aminoethyl)phenol|synonym|D2O|7.4
bmse000243|Benzeneethanamine, 4-hydroxy-|synonym|D2O|7.4
bmse000243|p-beta-Aminoethylphenol|synonym|D2O|7.4
bmse000243|p-Hydroxyphenylethylamine|synonym|D2O|7.4
bmse000243|Systogene|synonym|D2O|7.4
bmse000243|p-Hydroxyphenethylamine|synonym|D2O|7.4
bmse000243|alpha-(4-Hydroxyphenyl)-beta-aminoethane|synonym|D2O|7.4
bmse000243|4-(2-aminoethyl)phenol|IUPAC|D2O|7.4
bmse000243|4-(2-aminoethyl)phenol|IUPAC_TRADITIONAL|D2O|7.4
bmse000243|4-(2-aminoethyl)phenol|IUPAC_CAS|D2O|7.4
bmse000243|4-(2-aminoethyl)phenol|IUPAC_OPENEYE|D2O|7.4
bmse000243|4-(2-aminoethyl)phenol|IUPAC_SYSTEMATIC|D2O|7.4
bmse000244|Thymidin|synonym|D2O|7.4
bmse000244|Thymine-2-desoxyriboside|synonym|D2O|7.4
bmse000244|THYMIDINE|synonym|D2O|7.4
bmse000244|Thymine-2-deoxyriboside|synonym|D2O|7.4
bmse000244|1-(2-Deoxy-beta-D-erythro-pentofuranosyl)-5-methyl-2,4(1H,3H)-pyrimidinedione|synonym|D2O|7.4
bmse000244|Thyminedeoxyriboside|synonym|D2O|7.4
bmse000244|5-Methyldeoxyurindine|synonym|D2O|7.4
bmse000244|DThyd|synonym|D2O|7.4
bmse000244|Uridine, 2'-deoxy-5-methyl-|synonym|D2O|7.4
bmse000244|Deoxythymidine|synonym|D2O|7.4
bmse000244|2'-Deoxythymidine|synonym|D2O|7.4
bmse000244|dT|synonym|D2O|7.4
bmse000244|5-Methyl-2'-deoxyuridine|synonym|D2O|7.4
bmse000244|Thymidine|synonym|D2O|7.4
bmse000244|beta-D-Ribofuranoside, thymine-1 2-deoxy-|synonym|D2O|7.4
bmse000244|5-Methyldeoxyuridine|synonym|D2O|7.4
bmse000244|2,4(1H,3H)-Pyrimidinedione, 1-(2-deoxy-beta-D-erythro-pentofuranosyl)-5-methyl-|synonym|D2O|7.4
bmse000244|1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methyl-pyrimidine-2,4-dione|IUPAC|D2O|7.4
bmse000244|1-[(2R,4S,5R)-4-hydroxy-5-methylol-tetrahydrofuran-2-yl]-5-methyl-pyrimidine-2,4-quinone|IUPAC_TRADITIONAL|D2O|7.4
bmse000244|1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-5-methyl-pyrimidine-2,4-dione|IUPAC_CAS|D2O|7.4
bmse000244|1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-5-methyl-pyrimidine-2,4-dione|IUPAC_OPENEYE|D2O|7.4
bmse000244|1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methyl-pyrimidine-2,4-dione|IUPAC_SYSTEMATIC|D2O|7.4
bmse000245|HYDROXYACETIC ACID|synonym|D2O|7.4
bmse000245|2-Hydroxyacetic acid|synonym|D2O|7.4
bmse000245|Hydroxyethanoic acid|synonym|D2O|7.4
bmse000245|Glycolate|synonym|D2O|7.4
bmse000245|Kyselina glykolova [Czech]|synonym|D2O|7.4
bmse000245|Acetic acid, hydroxy-|synonym|D2O|7.4
bmse000245|Kyselina hydroxyoctova [Czech]|synonym|D2O|7.4
bmse000245|Glycolic acid|synonym|D2O|7.4
bmse000245|Hydroxyacetic acid|synonym|D2O|7.4
bmse000245|Glycollic acid|synonym|D2O|7.4
bmse000245|2-hydroxyacetic acid|IUPAC|D2O|7.4
bmse000245|2-hydroxyacetic acid|IUPAC_TRADITIONAL|D2O|7.4
bmse000245|2-hydroxyacetic acid|IUPAC_CAS|D2O|7.4
bmse000245|2-hydroxyacetic acid|IUPAC_OPENEYE|D2O|7.4
bmse000245|2-hydroxyethanoic acid|IUPAC_SYSTEMATIC|D2O|7.4
bmse000246|Karnozzn|synonym|D2O|7.4
bmse000246|N-2-M|synonym|D2O|7.4
bmse000246|beta-Alanyl-L-histidine|synonym|D2O|7.4
bmse000246|Ignotine|synonym|D2O|7.4
bmse000246|Carnosine|synonym|D2O|7.4
bmse000246|L-Histidine, beta-alanyl-|synonym|D2O|7.4
bmse000246|L-HISTIDINE, N-beta-ALANYL-|synonym|D2O|7.4
bmse000246|Nalpha-(beta-alanyl)-L-histidine|synonym|D2O|7.4
bmse000246|Karnozin|synonym|D2O|7.4
bmse000246|L-Carnosine|synonym|D2O|7.4
bmse000246|2-(3-aminopropanoylamino)-3-(3H-imidazol-4-yl)propanoic acid|IUPAC|D2O|7.4
bmse000246|2-(3-aminopropanoylamino)-3-(3H-imidazol-4-yl)propanoic acid|IUPAC_TRADITIONAL|D2O|7.4
bmse000246|2-[(3-amino-1-oxo-propyl)amino]-3-(3H-imidazol-4-yl)propanoic acid|IUPAC_CAS|D2O|7.4
bmse000246|2-(3-aminopropanoylamino)-3-(3H-imidazol-4-yl)propanoic acid|IUPAC_OPENEYE|D2O|7.4
bmse000246|2-(3-aminopropanoylamino)-3-(3H-imidazol-4-yl)propanoic acid|IUPAC_SYSTEMATIC|D2O|7.4
bmse000247|D-Glucosamine|synonym|D2O|7.4
bmse000247|D-Glucose, 2-amino-2-deoxy-|synonym|D2O|7.4
bmse000247|GLUCOSAMINE|synonym|D2O|7.4
bmse000247|beta-D-Glucosamine|synonym|D2O|7.4
bmse000247|2-Amino-2-deoxyglucose|synonym|D2O|7.4
bmse000247|Chitosamine|synonym|D2O|7.4
bmse000247|2-Amino-2-deoxy-D-glucose|synonym|D2O|7.4
bmse000247|Glucosamine [USAN:INN]|synonym|D2O|7.4
bmse000247|2-Amino-2-deoxy-beta-D-glucopyranose|synonym|D2O|7.4
bmse000247|Glucosaminum [INN-Latin]|synonym|D2O|7.4
bmse000247|Glucosamina [INN-Spanish]|synonym|D2O|7.4
bmse000247|(2R,3R,4R,5S,6R)-3-amino-6-(hydroxymethyl)oxane-2,4,5-triol|IUPAC|D2O|7.4
bmse000247|(2R,3R,4R,5S,6R)-3-amino-6-methylol-tetrahydropyran-2,4,5-triol|IUPAC_TRADITIONAL|D2O|7.4
bmse000247|(2R,3R,4R,5S,6R)-3-amino-6-(hydroxymethyl)tetrahydropyran-2,4,5-triol|IUPAC_CAS|D2O|7.4
bmse000247|(2R,3R,4R,5S,6R)-3-amino-6-(hydroxymethyl)tetrahydropyran-2,4,5-triol|IUPAC_OPENEYE|D2O|7.4
bmse000247|(2R,3R,4R,5S,6R)-3-amino-6-(hydroxymethyl)oxane-2,4,5-triol|IUPAC_SYSTEMATIC|D2O|7.4
bmse000248|sym-Dimethylurea|synonym|D2O|7.4
bmse000248|N,N'-Dimethylharnstoff [German]|synonym|D2O|7.4
bmse000248|N,N-Dimethylurea|synonym|D2O|7.4
bmse000248|Urea, N,N'-dimethyl-|synonym|D2O|7.4
bmse000248|Urea, 1,3-dimethyl-|synonym|D2O|7.4
bmse000248|Symmetric dimethylurea|synonym|D2O|7.4
bmse000248|1,3-DIMETHYLUREA|synonym|D2O|7.4
bmse000248|DMU|synonym|D2O|7.4
bmse000248|N,N'-Dimethylurea|synonym|D2O|7.4
bmse000248|1,3-dimethylurea|IUPAC|D2O|7.4
bmse000248|1,3-dimethylurea|IUPAC_TRADITIONAL|D2O|7.4
bmse000248|1,3-dimethylurea|IUPAC_CAS|D2O|7.4
bmse000248|1,3-dimethylurea|IUPAC_OPENEYE|D2O|7.4
bmse000248|1,3-dimethylurea|IUPAC_SYSTEMATIC|D2O|7.4
bmse000249|Methyl 4-aminobutanoate|synonym|D2O|7.4
bmse000249|Methyl gamma-aminobutyrate|synonym|D2O|7.4
bmse000249|4-Aminobutyric acid methyl ester|synonym|D2O|7.4
bmse000249|GABA methyl ester|synonym|D2O|7.4
bmse000249|Methyl 4-aminobutyrate|synonym|D2O|7.4
bmse000249|Butanoic acid, 4-amino-, methyl ester (9CI)|synonym|D2O|7.4
bmse000249|BUTYRIC ACID, 4-AMINO-, METHYL ESTER|synonym|D2O|7.4
bmse000249|methyl 4-aminobutanoate|IUPAC|D2O|7.4
bmse000249|4-aminobutanoic acid methyl ester|IUPAC_TRADITIONAL|D2O|7.4
bmse000249|methyl 4-aminobutanoate|IUPAC_CAS|D2O|7.4
bmse000249|methyl 4-aminobutanoate|IUPAC_OPENEYE|D2O|7.4
bmse000249|methyl 4-aminobutanoate|IUPAC_SYSTEMATIC|D2O|7.4
bmse000250|Deoxyadenylic acid|synonym|D2O|7.4
bmse000250|2'-Deoxyadenylic acid|synonym|D2O|7.4
bmse000250|2'-Deoxyadenosine monophosphate|synonym|D2O|7.4
bmse000250|Adenosine, 2'-deoxy-, 5'-(dihydrogen phosphate) (8CI)|synonym|D2O|7.4
bmse000250|2'-Deoxyadenosine 5'-(dihydrogen phosphate)|synonym|D2O|7.4
bmse000250|2'-Deoxyadenosine 5'-monophosphate|synonym|D2O|7.4
bmse000250|2'-Deoxy-AMP|synonym|D2O|7.4
bmse000250|Deoxyadenosine monophosphate|synonym|D2O|7.4
bmse000250|dAMP|synonym|D2O|7.4
bmse000250|2'-Deoxy-5'-adenosine monophosphate|synonym|D2O|7.4
bmse000250|PdA (VAN)|synonym|D2O|7.4
bmse000250|5'-Adenylic acid, 2'-deoxy- (9CI)|synonym|D2O|7.4
bmse000250|2'-Deoxyadenosine 5'-phosphate|synonym|D2O|7.4
bmse000250|2'-dAMP|synonym|D2O|7.4
bmse000250|Deoxy-5'-adenylic acid|synonym|D2O|7.4
bmse000250|Deoxyadenosine 5'-monophosphate|synonym|D2O|7.4
bmse000250|Deoxy-AMP|synonym|D2O|7.4
bmse000250|Deoxyadenosine 5'-phosphate|synonym|D2O|7.4
bmse000250|2'-DEOXY-5'-ADENYLIC ACID|synonym|D2O|7.4
bmse000250|[(2S,3R,5R)-5-(6-aminopurin-9-yl)-3-hydroxy-oxolan-2-yl]methoxyphosphonic acid|IUPAC|D2O|7.4
bmse000250|[(2S,3R,5R)-5-(6-aminopurin-9-yl)-3-hydroxy-tetrahydrofuran-2-yl]methoxyphosphonic acid|IUPAC_TRADITIONAL|D2O|7.4
bmse000250|[(2S,3R,5R)-5-(6-aminopurin-9-yl)-3-hydroxy-tetrahydrofuran-2-yl]methoxyphosphonic acid|IUPAC_CAS|D2O|7.4
bmse000250|[(2S,3R,5R)-5-(6-aminopurin-9-yl)-3-hydroxy-tetrahydrofuran-2-yl]methoxyphosphonic acid|IUPAC_OPENEYE|D2O|7.4
bmse000250|[(2S,3R,5R)-5-(6-aminopurin-9-yl)-3-hydroxy-oxolan-2-yl]methoxyphosphonic acid|IUPAC_SYSTEMATIC|D2O|7.4
bmse000252|Sebucare|synonym|D2O|7.4
bmse000252|2-Hydroxybenzoic acid|synonym|D2O|7.4
bmse000252|o-Hydroxybenzoic acid|synonym|D2O|7.4
bmse000252|Salicylic acid|synonym|D2O|7.4
bmse000252|2-Hydroxybenzenecarboxylic acid|synonym|D2O|7.4
bmse000252|Keralyt|synonym|D2O|7.4
bmse000252|Saligel|synonym|D2O|7.4
bmse000252|Acidum salicylicum|synonym|D2O|7.4
bmse000252|Salicylate|synonym|D2O|7.4
bmse000252|Ionil-Plus|synonym|D2O|7.4
bmse000252|o-Carboxyphenol|synonym|D2O|7.4
bmse000252|Sebulex|synonym|D2O|7.4
bmse000252|Kyselina salicylova [Czech]|synonym|D2O|7.4
bmse000252|Rutranex|synonym|D2O|7.4
bmse000252|Ionil|synonym|D2O|7.4
bmse000252|Salonil|synonym|D2O|7.4
bmse000252|Salicylic acid collodion|synonym|D2O|7.4
bmse000252|2-Carboxyphenol|synonym|D2O|7.4
bmse000252|Orthohydroxybenzoic acid|synonym|D2O|7.4
bmse000252|Acido o-idrossibenzoico [Italian]|synonym|D2O|7.4
bmse000252|Kyselina 2-hydroxybenzoova [Czech]|synonym|D2O|7.4
bmse000252|Retarder W|synonym|D2O|7.4
bmse000252|Salicylic acid soap|synonym|D2O|7.4
bmse000252|Salicylic acid & Sulfur Soap|synonym|D2O|7.4
bmse000252|Verrugon|synonym|D2O|7.4
bmse000252|Fostex|synonym|D2O|7.4
bmse000252|Salicylic acid, tech.|synonym|D2O|7.4
bmse000252|Domerine|synonym|D2O|7.4
bmse000252|Duofilm|synonym|D2O|7.4
bmse000252|Freezone|synonym|D2O|7.4
bmse000252|Pernox|synonym|D2O|7.4
bmse000252|Benzoic acid, 2-hydroxy-|synonym|D2O|7.4
bmse000252|Phenol-2-carboxylic acid|synonym|D2O|7.4
bmse000252|Psoriacid-S-stift|synonym|D2O|7.4
bmse000252|Stri-Dex|synonym|D2O|7.4
bmse000252|Acido salicilico [Italian]|synonym|D2O|7.4
bmse000252|Trans-Ver-Sal|synonym|D2O|7.4
bmse000252|Compound W|synonym|D2O|7.4
bmse000252|Duoplant|synonym|D2O|7.4
bmse000252|SALICYLIC ACID|synonym|D2O|7.4
bmse000252|2-hydroxybenzoic acid|IUPAC|D2O|7.4
bmse000252|2-hydroxybenzoic acid|IUPAC_TRADITIONAL|D2O|7.4
bmse000252|2-hydroxybenzoic acid|IUPAC_OPENEYE|D2O|7.4
bmse000252|2-hydroxybenzoic acid|IUPAC_CAS|D2O|7.4
bmse000252|2-hydroxybenzoic acid|IUPAC_SYSTEMATIC|D2O|7.4
bmse000253|2'-Deoxyadenosine 5'-(trihydrogen diphosphate)|synonym|D2O|7.4
bmse000253|dADP|synonym|D2O|7.4
bmse000253|2'-Deoxyadenosine 5'-diphosphate|synonym|D2O|7.4
bmse000253|Deoxyadenosine diphosphate|synonym|D2O|7.4
bmse000253|[[(2S,3R,5R)-5-(6-aminopurin-9-yl)-3-hydroxy-oxolan-2-yl]methoxy-hydroxy-phosphoryl]oxyphosphonic acid|IUPAC|D2O|7.4
bmse000253|[[(2S,3R,5R)-5-(6-aminopurin-9-yl)-3-hydroxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxyphosphonic acid|IUPAC_TRADITIONAL|D2O|7.4
bmse000253|[[(2S,3R,5R)-5-(6-aminopurin-9-yl)-3-hydroxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxyphosphonic acid|IUPAC_OPENEYE|D2O|7.4
bmse000253|[[(2S,3R,5R)-5-(6-aminopurin-9-yl)-3-hydroxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxyphosphonic acid|IUPAC_CAS|D2O|7.4
bmse000253|[[(2S,3R,5R)-5-(6-aminopurin-9-yl)-3-hydroxy-oxolan-2-yl]methoxy-hydroxy-phosphoryl]oxyphosphonic acid|IUPAC_SYSTEMATIC|D2O|7.4
bmse000254|D-Fructose 1-phosphate|synonym|D2O|7.4
bmse000254|[(3R,4S,5S)-2,3,4-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]methoxyphosphonic acid|IUPAC|D2O|7.4
bmse000254|[(3R,4S,5S)-2,3,4-trihydroxy-5-methylol-tetrahydrofuran-2-yl]methoxyphosphonic acid|IUPAC_TRADITIONAL|D2O|7.4
bmse000254|[(3R,4S,5S)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]methoxyphosphonic acid|IUPAC_OPENEYE|D2O|7.4
